source_path,doc_type,domains,status,supersedes_path,title,bytes,sha256,mirror_path,notes
docs/adr/0019-three-agent-families-ai-legal-team.md,decision,proffer|vestigia,active,,ADR-0019: Three agent families — add the AI Legal Team (Part 3),1884,544368551177394f22004d7a78fb7adba13fd87d0de2acdcaec103b22e776391,docs/decision/0019-three-agent-families-ai-legal-team.md,
docs/adr/0020-multi-domain-knowledge-engine.md,decision,docs,superseded,,"ADR-0020: Multi-domain knowledge engine — domain-separated, any-agent queryable",2580,5bbeb36b9f6f65c317db1178eaafb47fa572835a677027860dec282c6b0d4b5d,docs/decision/0020-multi-domain-knowledge-engine.md,
docs/adr/0021-engineering-conventions-no-stub-harness-first.md,decision,docs,active,,"ADR-0021: Engineering conventions — no-stub discipline, harness-first tests, embedder/secret fixes",1911,0834e81812495ac7658db4373b7d05112b3ec18a805af343d2eacf3e2daac877,docs/decision/0021-engineering-conventions-no-stub-harness-first.md,
docs/adr/0022-comprehensive-living-wiki.md,decision,docs,active,,"ADR-0022: The wiki is a comprehensive, living, dual-purpose (AI + human) knowledge base",2329,26861291de87d7cb4da9e63e4181039e7ea5cd37163417ed26d9760232aaf94c,docs/decision/0022-comprehensive-living-wiki.md,
docs/adr/0023-universal-api-mcp-exposure.md,decision,docs,superseded,,"ADR-0023: Universal exposure — API-first, MCP-wrapped",3672,6a80b9f122fffece02d69f07c6cc9accc56814335c463929e7f4e5ed1db5f0f8,docs/decision/0023-universal-api-mcp-exposure.md,
docs/adr/0024-surrealdb-store-session-knowledge-memory.md,decision,indagatio|knowledge,superseded,,ADR-0024: SurrealDB as the store / session / Knowledge / memory layer,3296,b506262c80680e4405eeafff8a150b350101cbb9f28abedfeea090763e388f07,docs/decision/0024-surrealdb-store-session-knowledge-memory.md,
docs/adr/0025-gateway-topology-agno-contextforge-litellm.md,decision,infra,superseded,,"ADR-0025: Platform topology — Agno core, IBM ContextForge tool gateway, LiteLLM model gateway",2535,c9cf640e3a7612d31f97990a8e5f397cb03b760a4360adeab1b74688a2ad845d,docs/decision/0025-gateway-topology-agno-contextforge-litellm.md,
docs/adr/0026-self-hosted-milvus-coolify-semantic-store.md,decision,knowledge|infra,superseded,,ADR-0026: Self-hosted Milvus (Coolify) = shared semantic-search store; off managed EU Zilliz,3231,a2917da294e9d9b3d044b7f60210cc77e99ee11541b1afa23f4a67a3d06f98a0,docs/decision/0026-self-hosted-milvus-coolify-semantic-store.md,
docs/adr/0027-milvus-platform-wide-vector-substrate.md,decision,knowledge,superseded,,ADR-0027: Milvus = the platform-wide vector/ANN substrate (Knowledge engine included),3502,f8e7213227568af0cfd2c5bccf49e8afdc3e972166262c772780a7489c2e0793,docs/decision/0027-milvus-platform-wide-vector-substrate.md,
docs/adr/0028-windmill-casebible-orchestration-substrate.md,decision,consignatio,superseded,,ADR-0028: Windmill = CaseBible orchestration substrate (replaces FileFlows); execution layer under Agno,7283,f4de94ac53d4de8f41ac9053f25d70f7cd8b9a0041ad3857bbdadee7e052b84b,docs/decision/0028-windmill-casebible-orchestration-substrate.md,
docs/adr/0029-casebible-dedicated-ingestion-resource.md,decision,proffer|consignatio,active,,ADR-0029: CaseBible execution substrate = a dedicated persistent resource on the Agno stack (supersedes Windmill),3483,7308129b0c3f3f282daeea9735c688d897d25e21f0e0070eeb8600b1bcfd5217,docs/decision/0029-casebible-dedicated-ingestion-resource.md,
docs/adr/0030-r2-access-duckdb-secret-and-rclone-mount.md,decision,docs,active,,ADR-0030: Agno R2 access = pg_duckdb account-wide S3 secret (SQL) + rclone bucket mount (files); creds in Coolify,3614,1b59eae50518dd1c45162c986f3caf62833a171c8af87bf160af0fb72a162036,docs/decision/0030-r2-access-duckdb-secret-and-rclone-mount.md,
docs/adr/0031-casebible-entity-layer-neo4j-graphiti.md,decision,consignatio|memory,superseded,,"ADR-0031: CaseBible entity / temporal-graph layer = Neo4j + Graphiti, isolated by group_id",3469,0ae0ce61dacee585a1f8c1ad04ee89efce07628031ad0e8ab2c16242b9220c8c,docs/decision/0031-casebible-entity-layer-neo4j-graphiti.md,
docs/adr/0032-drop-pg-fdw-federation-surreal-is-analysis-sink.md,decision,indagatio,active,,ADR-0032: Drop the PG Multicorn FDW federation hub; cross-source reach = pg_duckdb + native drivers,3752,f31c0623bd5a03c42700107a8cab6212c302cfb0cfa75cbc9565e637514a1605,docs/decision/0032-drop-pg-fdw-federation-surreal-is-analysis-sink.md,
docs/adr/0033-server-package-layout-repack.md,decision,docs,active,,ADR-0033: `server/` package layout (Option A repack),8863,0d047d8ba97551ef660b2edbc9e38c212104816306bf5272043a58ccc884fb23,docs/decision/0033-server-package-layout-repack.md,
docs/adr/0034-multilevel-custody-hashing.md,decision,consignatio,active,,ADR-0034: Multi-level custody hashing + signed/timestamped chain of custody,3194,9a7d588e5a745353d42c10b678e9c86db3cb654e8f8ca244791f7c303bbfe2c6,docs/decision/0034-multilevel-custody-hashing.md,
docs/adr/0035-tools-subnamespacing-and-record-contract-home.md,decision,infra,active,,"ADR-0035: Tools sub-namespacing, tool_finder extraction, and the record contract's home",10638,1542b88e310bf5da10c6eda6514dab1d0809353ee037876ad0e74be55b35cd19,docs/decision/0035-tools-subnamespacing-and-record-contract-home.md,
docs/adr/0036-dozerdb-multidb-rbac-memory-evidence-isolation.md,decision,docs,active,,ADR-0036: DozerDB multi-database with RBAC-scoped writers (memory vs evidence isolation),7156,d7c774c6b037f42c13310cea5cc1e04bf223de9d5151183e52a81edfaf882895,docs/decision/0036-dozerdb-multidb-rbac-memory-evidence-isolation.md,
docs/adr/0037-graphiti-mcp-contextforge-write-enabled.md,decision,memory|infra,superseded,,ADR-0037: Graphiti MCP as a write-enabled ContextForge virtual server,3936,40d882826759171b86ecf1aa33433307daed0bbd94b9edc0354559f45a521ab5,docs/decision/0037-graphiti-mcp-contextforge-write-enabled.md,
docs/adr/0038-agno-agents-graphiti-native-library.md,decision,memory,superseded,,ADR-0038: Agno agents use Graphiti natively (library); MCP door for GUI clients only,2201,9ca71ba8e2934ef4d78b28aea026c1fa6a369719a8fa31a0c788d25b829d15ae,docs/decision/0038-agno-agents-graphiti-native-library.md,
docs/adr/0039-graphiti-extraction-llm-hosted-structured-output.md,decision,memory,superseded,,ADR-0039: Graphiti extraction LLM — hosted structured-output provider (no local GPU),2792,34f2bcf62cfcae7946712ba130ed16dca5192e803a6fe4925ea4e71e6c077153,docs/decision/0039-graphiti-extraction-llm-hosted-structured-output.md,
docs/adr/0040-vector-substrate-revisit-weaviate-pgvector-milvus.md,decision,knowledge,active,,ADR-0040: Vector substrate revisit — Weaviate vs pgvector vs keep-Milvus,6789,a81f0e9572538dc620cc40da5a14026d2d0a64a77f9df8e1c7fad94976413524,docs/decision/0040-vector-substrate-revisit-weaviate-pgvector-milvus.md,
docs/adr/0041-memgraph-additive-temporal-graphrag-layer.md,decision,docs,superseded,,ADR-0041: Memgraph as an ADDITIVE temporal GraphRAG layer (Neo4j/DozerDB stays),7094,f5a12dbdbe10345dd415828a6f532829a59c061ed498d7eac369425d8d544852,docs/decision/0041-memgraph-additive-temporal-graphrag-layer.md,
docs/adr/0042-portkey-replaces-litellm-model-gateway.md,decision,infra,active,,ADR-0042: Portkey replaces LiteLLM as THE model gateway; LiteLLM retired,2738,c83ed472db965d64e6798fe555d481d81ce876cf88da90db483275faf47b0353,docs/decision/0042-portkey-replaces-litellm-model-gateway.md,
docs/adr/0043-semantica-governed-extraction-worker.md,decision,docs,active,,ADR-0043 — Semantica as a governed extraction worker (pinned fork); SurrealDB exits the critical path,4094,405e1799795f798297a793b88d53254d0496097f95197063393a127dd27fa604,docs/decision/0043-semantica-governed-extraction-worker.md,
docs/adr/0044-evidence-context-boundary-and-transcript-model.md,decision,proffer|consignatio,superseded,,ADR-0044: Evidence-vs-Context boundary + forensic transcript data model,4295,945642aeea690d78eb743e840fe693887250e00a5e75795f2ecdda5f1a857db5,docs/decision/0044-evidence-context-boundary-and-transcript-model.md,
docs/adr/0045-horizon-clocks-and-checkpoint-derivation.md,decision,indagatio,superseded,,ADR-0045 — Horizon clocks (visible_from) and the checkpoint-derivation architecture,11701,0b4079ef1bab0dec94aecb036c1e6be298715197900910df93e3dd620d193cfd,docs/decision/0045-horizon-clocks-and-checkpoint-derivation.md,
docs/adr/0046-universal-mcp-exposure-contract.md,decision,docs,superseded,,ADR-0046 — Universal MCP exposure contract (progressive disclosure + horizon binding),3958,bd33fde36b29e9d297e928c720dea5b9bac450b490f46bc62e7c9917e0a99de9,docs/decision/0046-universal-mcp-exposure-contract.md,
docs/adr/0047-audit-everything-ledger.md,decision,docs,active,,"ADR-0047 — Audit-everything ledger (ops.audit_ledger, hash-chained, reads included)",3532,5136ef9f9c1dfaedbdb04425179257a598e450d4099684b369d81903308e4e70,docs/decision/0047-audit-everything-ledger.md,
docs/adr/0048-go-worker-layer-sbv-universal-ingestor.md,decision,intake|proffer,superseded,,ADR-0048: Go worker layer = the SBV universal import engine; messaging lane first (Timeline parked),12186,ffbb3962611c4e14e758f91fe1fb7faf3795e08d9656ee9bec2eb21e7f159f11,docs/decision/0048-go-worker-layer-sbv-universal-ingestor.md,
docs/adr/0049-sbv-is-the-universal-parsing-system.md,decision,intake,superseded,,"ADR-0049: SBV is the universal parsing system — all transcripts, all parsing, mostly Go, repair reachable, SBV GUI retained",20751,f94b211356e29a90b4a80fb511f4a6c83011064ae4d91fd68189fbe7653f1163,docs/decision/0049-sbv-is-the-universal-parsing-system.md,
docs/adr/0050-six-lane-knowledge-architecture.md,decision,docs,superseded,,ADR-0050: Six-lane knowledge architecture + memory namespaces,7620,aba70ca687bafa07f06ce3d6892837e6709bd032bbe7bc15d3e6b874fae97225,docs/decision/0050-six-lane-knowledge-architecture.md,
docs/adr/0051-ingest-pipeline-parse-extract-verify.md,decision,proffer,superseded,,"ADR-0051: The ingest pipeline — SBV parses+previews, extraction is a separate triggered stage, HITL verifies",10635,75e0cf98c031aef0fb2be05e09b3f13ad4d1c661134fa62ce16860a7ff4f75d9,docs/decision/0051-ingest-pipeline-parse-extract-verify.md,
docs/adr/0052-pg-cdc-spine-and-stage2-extraction.md,decision,docs,superseded,,"ADR-0052: The PG-CDC spine, end-to-end AI-chat ingest with coverage-based engine split, and Stage-2 extraction (tools, not agents)",32297,55adf73e906b09413ba25e8c773c88ed888899888d3b4231d1df20d4fcbc2e5b,docs/decision/0052-pg-cdc-spine-and-stage2-extraction.md,
docs/adr/0053-chat-knowledge-ingestion-and-investigation-register.md,decision,proffer,active,,"ADR-0053: Five-lane chat knowledge ingestion, selective review, and investigation register",8777,fa54c86d5a99fafed3bd06ac65f158fd6491ea9fa36d4b72341eba499254db5a,docs/decision/0053-chat-knowledge-ingestion-and-investigation-register.md,
docs/adr/0054-durable-run-reports-and-correlated-observability.md,decision,docs,superseded,,ADR-0054 — Durable run reports and correlated observability,4866,919b99bacfeca57f630626a7a7c1734c3b1788050a89ef2311e07cbdf7e479a8,docs/decision/0054-durable-run-reports-and-correlated-observability.md,
docs/adr/0055-matter-and-court-case-identity-boundary.md,decision,consignatio,superseded,,ADR-0055 — Matter and CourtCase identity boundary,4813,8e47c18ba77a9cd2e37cd377ec42d40542d5977825ca27f1892e644af3b5b727,docs/decision/0055-matter-and-court-case-identity-boundary.md,
docs/adr/0056-surrealdb-governed-analytical-and-walk-memory-surface.md,decision,indagatio,superseded,,ADR-0056 — SurrealDB governed analytical and walk-memory surface,7257,a88ce77b5342ab57c002e21b3e83785dfaa20e73e1bea97f8053d073f3d6c91d,docs/decision/0056-surrealdb-governed-analytical-and-walk-memory-surface.md,
docs/adr/0057-claim-centered-evidence-assembly-and-established-facts.md,decision,docs,active,,ADR-0057 — Claim-centered evidence assembly and established facts,4176,d564dc7b7c94ab884c19bf2146abd069a9b2e45e42f45f0c8ad562e16de0a72a,docs/decision/0057-claim-centered-evidence-assembly-and-established-facts.md,
docs/adr/0058-investigation-search-and-behavioral-analysis-modes.md,decision,docs,active,,ADR-0058 — Investigation search and behavioral-analysis modes,4116,7838ee6cfeee00592dedb3b5e70d583f1406321e0fcaa6e94e193e8b9e7dc880,docs/decision/0058-investigation-search-and-behavioral-analysis-modes.md,
docs/adr/0059-first-party-and-acquired-third-party-message-projections.md,decision,docs,active,,"ADR-0059 — First-party and acquired-third-party message projections, source clocks, and resumable walks",7762,82b38b5e2bfdb9a4f0fa0c6e38d7b728be0206eb0c3c213fce0a6fe3b95e4733,docs/decision/0059-first-party-and-acquired-third-party-message-projections.md,
docs/adr/0060-timesketch-personal-case-timeline-fork.md,decision,docs,active,,ADR-0060: Maintained Timesketch fork for the personal-case timeline,12821,c82843b13415663aa6f54391b5ee0ac99ec25447341a48207b420f4ea0c25001,docs/decision/0060-timesketch-personal-case-timeline-fork.md,
docs/adr/0061-unified-operator-surface.md,decision,intake|workbench,active,,ADR-0061: Unified operator shell with bounded capability surfaces,13564,37a8b5ea99add88a80351a8c7d5e724b145dd817110c9b358b1085020256b071,docs/decision/0061-unified-operator-surface.md,
docs/adr/0062-claim-candidates-temporal-edges-and-the-assertion-layer.md,decision,docs,active,,"ADR-0062: Claim candidates, temporal edges, and the assertion/synthesis layer",15662,f7b9362d47a08812923c9cf1c199f46f8fe5445983eea4d956c5bbde83584dea,docs/decision/0062-claim-candidates-temporal-edges-and-the-assertion-layer.md,
docs/adr/README.md,decision,docs,unverified,,Architecture Decision Records (ADRs),13736,43374549b3c27126a7d3b3e86b6473a5748032b06e893cd4cd5cd9b46ff04eb6,docs/decision/README.md,
